CaseNo,大規模,小規模,特注品,利便性,原価物,簡易性,完成品,特価品,新商品,安全性,価格帯,数量性,複合物,国内品,輸入品,郷土品,油分量,糖分量
5920,0,5.000,28,6,18,2,42,27,5,9,9,3,3.109,27.219,12.623,4.516,4.247,9.543
5921,1,0.000,13,5,18,5,6,17,3,4,4,0,0.945,6.461,5.288,1.436,1.592,4.303
5922,4,2.000,53,4,28,2,37,50,0,6,8,3,3.760,25.549,14.149,4.583,5.355,11.043
5923,9,0.742,11,2,16,7,10,33,3,0,2,2,2.000,12.000,7.000,1.000,1.000,5.000
5924,1,0.000,44,2,25,2,31,39,2,5,21,2,2.590,19.311,15.262,2.509,3.603,10.024
5925,12,0.000,39,11,44,14,13,55,1,7,8,4,2.000,14.000,9.000,4.000,5.000,13.000
5926,8,3.575,25,1,22,9,25,44,6,7,1,1,0.000,17.000,10.000,6.000,9.000,7.000
5927,18,3.000,48,4,58,4,22,86,3,13,19,14,5.000,19.000,16.000,3.000,3.000,7.000
5928,1,2.000,15,3,10,3,9,16,2,1,6,0,0.000,8.000,6.000,2.000,0.000,2.000
5929,0,2.000,50,8,20,9,25,54,6,7,21,4,3.623,21.767,19.062,4.377,2.497,12.915
5930,3,0.000,5,1,14,1,4,13,0,6,3,2,0.000,3.000,2.000,1.000,0.000,1.000
5931,3,1.000,29,4,40,6,26,51,1,7,8,3,2.154,17.291,7.527,3.313,1.618,7.311
5932,1,1.401,12,4,9,5,11,18,7,4,1,1,0.000,10.000,12.000,4.000,2.000,4.000
5933,10,0.000,23,3,25,4,14,16,2,5,16,2,1.000,12.000,3.000,2.000,1.000,0.000
5934,2,0.000,12,2,7,10,13,16,0,0,1,0,0.234,12.284,2.604,2.927,1.403,1.382
5935,9,3.413,41,3,63,7,50,81,2,24,8,5,0.000,45.000,11.000,4.000,0.000,7.332
5936,2,1.000,15,3,9,6,11,19,1,2,4,2,0.000,18.000,6.000,0.000,0.000,3.000
5937,1,1.000,9,0,6,10,12,26,4,0,5,0,-0.686,10.933,7.191,0.804,1.396,3.114
5938,0,-0.420,4,1,5,0,0,4,0,3,1,0,0.000,1.000,1.000,2.000,0.000,0.379
5939,4,0.000,27,2,17,1,10,31,2,5,11,3,0.000,13.000,16.000,0.000,0.000,11.000
5940,7,2.136,35,7,35,14,26,44,0,11,15,5,4.000,25.000,5.000,0.000,9.000,3.843
5941,1,3.000,26,1,9,7,28,41,5,0,13,7,2.000,16.000,15.000,5.000,4.000,15.000
5942,3,0.796,9,2,6,1,1,10,0,3,9,3,0.000,1.000,3.000,0.000,0.000,9.000
5943,0,0.000,9,1,5,3,10,14,4,1,1,1,0.000,13.000,7.000,0.000,1.000,6.000
5944,1,0.000,14,4,14,0,13,24,0,5,3,2,-0.098,12.602,3.772,2.238,1.524,3.022
5945,2,1.674,15,0,18,6,19,34,3,5,3,1,3.000,15.000,8.000,3.000,5.000,4.462
5946,7,2.000,22,6,70,19,40,71,10,27,14,5,2.814,33.332,7.522,6.738,4.828,7.005
5947,6,4.455,51,4,35,13,30,91,2,20,22,10,5.000,19.000,22.000,5.000,10.000,5.000
5948,1,-0.310,10,1,9,0,7,15,0,4,2,0,1.000,3.000,1.000,1.000,2.000,3.483
5949,5,2.351,42,7,23,7,18,33,1,12,10,2,0.000,16.000,9.000,2.000,1.000,6.905
5950,2,1.000,17,3,8,1,6,20,0,3,5,1,2.000,5.000,7.000,0.000,0.000,2.000
5951,3,4.000,27,3,28,6,24,47,3,3,8,5,2.000,27.000,5.000,4.000,1.000,11.000
5952,8,0.000,14,3,51,4,4,46,0,10,6,8,1.000,12.000,1.000,0.000,0.000,0.000
5953,1,2.596,25,3,39,7,19,46,5,6,13,2,1.000,26.000,14.000,0.000,1.000,7.000
5954,9,3.000,44,8,42,12,37,63,1,8,36,7,4.759,29.674,21.910,4.852,5.528,9.591
5955,1,1.000,18,1,6,4,31,35,9,4,5,0,2.082,24.149,9.574,4.268,3.442,6.918
5956,3,2.927,39,4,22,8,33,57,4,3,3,2,4.000,20.000,18.000,5.000,4.000,6.954
5957,1,2.447,25,3,6,2,31,30,4,0,10,3,8.000,16.000,11.000,3.000,6.000,8.724
5958,2,-0.143,6,2,7,0,7,18,0,2,1,8,1.000,6.000,2.000,3.000,0.000,0.455
5959,2,1.000,20,3,14,8,24,34,0,3,9,3,0.000,21.000,5.000,4.000,3.000,2.000
5960,3,1.000,23,2,19,4,9,28,1,4,19,2,1.899,5.697,10.646,1.127,1.718,7.588
5961,2,1.000,26,3,13,8,13,37,2,5,11,2,0.000,17.000,7.000,5.000,0.000,3.000
5962,3,5.000,20,5,33,6,29,49,1,11,7,1,1.964,23.106,5.304,3.419,2.118,5.803
5963,0,1.745,9,0,2,0,8,12,1,0,4,0,0.000,8.000,5.000,0.000,0.000,2.854
5964,1,1.000,26,3,22,5,12,21,2,5,13,2,0.000,16.000,2.000,0.000,1.000,2.000
5965,0,3.000,8,2,6,7,16,16,6,4,2,0,-0.400,15.647,5.929,1.961,-0.002,4.571
5966,6,2.686,29,4,29,0,53,34,4,13,8,7,0.000,29.000,14.000,3.000,5.000,0.000
5967,3,8.000,34,4,27,12,27,43,0,11,8,1,3.645,24.326,12.427,4.023,4.721,3.997
5968,4,1.000,16,4,20,3,12,26,0,8,4,2,0.000,13.000,7.000,4.000,0.000,4.000
5969,7,0.000,11,2,19,2,8,30,1,5,5,2,1.000,7.000,4.000,1.000,1.000,6.000
5970,1,0.000,4,0,11,1,7,8,1,5,4,0,1.237,6.692,1.435,0.417,1.734,2.918
5971,2,5.000,26,3,43,2,12,30,2,7,10,0,1.388,11.969,9.068,1.323,1.639,6.678
5972,18,1.000,24,10,29,5,19,66,4,2,10,4,2.000,11.000,9.000,1.000,7.000,10.000
5973,3,3.000,24,1,26,6,7,33,0,5,7,3,-0.278,13.359,5.336,1.870,0.027,1.741
5974,9,1.000,16,6,23,8,7,37,3,6,7,6,0.000,14.000,4.000,3.000,0.000,3.000
5975,4,1.000,22,3,21,2,13,35,7,7,7,1,2.216,12.160,8.337,2.229,1.704,7.227
5976,2,0.000,17,4,11,4,13,26,2,5,6,2,0.000,17.000,6.000,2.000,2.000,13.000
5977,1,0.000,6,5,14,0,6,11,0,6,9,0,0.000,8.000,0.000,0.000,1.000,2.000
5978,7,2.000,21,2,27,9,35,67,6,7,12,7,3.295,26.406,12.067,4.689,4.163,7.568
5979,8,4.000,58,4,45,5,34,77,2,9,24,12,5.000,39.000,22.000,2.000,3.000,18.000
5980,9,2.278,39,6,43,8,24,69,4,14,18,5,4.000,25.000,10.000,7.000,5.000,16.000
5981,7,4.000,28,4,42,13,23,33,1,9,11,5,1.432,19.089,8.370,3.017,1.247,7.512
5982,0,3.000,18,1,21,5,18,34,3,6,11,4,1.544,19.918,7.622,3.578,2.334,4.057
5983,1,0.000,15,1,10,1,28,22,2,1,7,1,3.000,14.000,11.000,3.000,3.000,5.000
5984,3,2.355,38,9,26,8,12,62,4,11,10,7,0.000,25.000,7.000,4.000,1.000,17.000
5985,3,0.000,16,1,8,6,16,30,3,1,11,2,2.000,21.000,4.000,3.000,0.000,4.000
5986,6,2.000,37,8,34,3,35,59,7,11,4,3,7.000,29.000,10.000,7.000,5.000,9.000
5987,6,1.000,29,9,25,4,7,43,9,6,13,3,3.000,9.000,14.000,2.000,4.000,17.000
5988,2,0.000,17,2,24,2,10,23,0,9,10,2,0.000,12.000,5.000,2.000,0.000,0.000
5989,3,1.000,23,1,25,5,16,31,0,10,9,2,2.000,12.000,13.000,2.000,3.000,3.000
5990,2,7.000,40,2,21,3,28,45,4,5,20,5,1.000,31.000,8.000,3.000,0.000,14.000
5991,4,2.455,23,1,6,2,17,26,0,6,4,2,1.000,15.000,1.000,1.000,1.000,6.000
5992,9,4.000,45,8,34,6,22,43,4,8,22,2,4.000,10.000,20.000,3.000,3.000,6.000
5993,2,-0.343,3,0,9,0,8,12,3,4,3,1,0.000,7.000,2.000,1.000,0.000,2.000
5994,0,2.363,21,0,0,5,30,23,3,0,1,1,2.000,12.000,15.000,6.000,1.000,0.000
5995,3,2.583,19,1,42,0,11,40,1,10,7,2,0.000,10.000,8.000,0.000,1.000,4.262
5996,4,2.000,21,2,21,3,11,30,2,7,11,0,0.020,10.979,10.811,2.140,0.896,7.161
5997,4,2.000,20,3,17,5,10,30,0,2,8,2,0.469,14.490,6.201,1.617,1.478,6.894
5998,3,0.000,20,0,9,4,6,19,5,2,8,1,1.000,10.000,8.000,2.000,0.000,7.000
5999,0,3.000,16,2,8,1,17,16,6,2,3,0,0.000,21.000,2.000,1.000,0.000,11.000
6000,4,1.841,14,4,30,6,11,26,2,2,12,5,2.000,8.000,5.000,4.000,1.000,5.950
6001,2,1.588,12,1,2,4,15,24,3,0,3,2,1.000,8.000,6.000,5.000,4.000,3.000
6002,2,2.907,12,3,3,7,28,26,6,2,2,2,1.000,21.000,7.000,6.000,4.000,4.000
6003,2,3.000,19,2,12,2,27,22,1,9,8,2,1.000,25.000,3.000,0.000,3.000,7.000
6004,2,1.463,11,3,9,4,16,25,4,3,4,1,0.000,23.000,3.000,3.000,1.000,15.000
6005,5,1.000,16,4,25,8,14,33,0,1,12,2,0.534,15.949,8.060,1.649,1.649,5.329
6006,3,0.000,37,2,28,12,20,49,1,7,9,5,1.000,31.000,7.000,0.000,2.000,8.000
6007,13,3.000,29,5,31,18,21,64,0,3,19,7,2.000,26.000,14.000,6.000,8.000,15.000
6008,2,0.000,24,1,8,5,29,36,4,1,15,1,1.647,22.102,10.711,4.553,1.934,7.831
6009,1,3.790,20,5,12,10,19,22,6,5,11,0,1.000,20.000,9.000,1.000,1.000,6.105
6010,17,3.854,44,5,66,7,30,68,2,13,17,6,0.000,33.000,10.000,3.000,5.000,6.497
6011,8,1.000,25,5,23,8,12,32,2,8,10,1,1.000,14.000,10.000,2.000,1.000,5.000
6012,7,0.224,22,1,15,2,9,26,0,2,13,2,0.000,8.000,6.000,2.000,1.000,3.464
6013,12,3.160,45,2,47,2,21,75,0,17,7,9,1.000,14.000,13.000,2.000,3.000,6.733
6014,9,1.000,46,13,78,6,21,88,0,20,15,11,4.000,21.000,17.000,4.000,1.000,8.000
6015,4,4.000,27,1,12,2,20,35,3,0,3,1,0.455,18.626,7.770,3.852,2.022,6.993
6016,1,0.000,17,2,14,2,4,30,0,3,7,0,0.034,5.581,5.741,1.829,-0.487,4.184
6017,1,4.000,31,5,29,4,24,42,3,8,0,3,0.000,19.000,10.000,4.000,3.000,5.000
6018,9,1.089,23,1,7,6,20,26,0,2,0,1,3.000,14.000,3.000,1.000,4.000,0.000
6019,0,2.000,17,2,2,4,12,21,1,0,4,3,1.000,5.000,6.000,1.000,4.000,9.000
6020,9,8.506,62,10,55,25,74,117,15,14,29,10,16.000,59.000,29.000,8.000,9.000,16.401
6021,1,-0.318,9,1,6,2,1,14,1,0,0,0,0.000,2.000,4.000,1.000,2.000,9.000
6022,4,2.586,25,1,8,11,28,37,2,3,6,2,5.000,17.000,11.000,5.000,8.000,5.000
6023,8,1.083,6,1,20,2,15,14,3,12,3,3,0.000,6.000,7.000,2.000,0.000,1.000
6024,5,3.000,47,6,25,16,29,53,0,4,25,4,2.861,25.185,16.070,3.422,3.749,10.250
6025,5,2.959,14,4,9,3,19,33,4,2,7,1,8.000,8.000,9.000,2.000,8.000,9.000
6026,3,1.000,21,5,17,8,12,35,2,3,2,4,2.000,11.000,2.000,1.000,4.000,2.000
6027,1,1.390,17,8,14,5,9,20,4,1,9,0,1.000,7.000,8.000,8.000,0.000,10.000
6028,3,1.563,14,3,18,6,26,38,4,5,3,3,7.000,11.000,13.000,2.000,3.000,4.854
6029,5,1.081,21,3,13,5,11,36,0,1,1,2,2.000,11.000,1.000,6.000,1.000,1.000
6030,3,0.000,10,4,4,5,12,14,0,0,0,0,2.334,11.453,5.313,2.743,1.750,1.782
6031,2,1.372,27,3,11,5,24,22,3,6,6,4,1.000,21.000,7.000,0.000,0.000,7.492
6032,2,2.000,32,5,25,10,22,30,0,8,8,2,0.000,24.000,9.000,4.000,3.000,0.000
6033,6,0.000,13,0,11,7,21,39,4,1,3,1,1.405,17.222,5.017,3.188,2.560,4.692
6034,1,2.662,33,1,29,6,34,35,3,8,15,2,0.000,36.000,4.000,2.000,0.000,4.019
6035,1,0.980,16,4,24,4,7,27,2,5,8,2,0.000,7.000,6.000,3.000,0.000,5.000
6036,1,1.911,14,4,14,2,4,15,0,4,5,0,0.000,5.000,2.000,0.000,0.000,7.000
6037,4,3.000,25,0,11,9,22,36,0,4,9,0,6.000,19.000,13.000,1.000,0.000,6.000
6038,5,0.000,32,1,13,8,37,41,3,5,17,4,7.000,19.000,12.000,3.000,9.000,9.000
6039,0,1.574,21,2,4,3,3,24,6,1,4,0,0.000,6.000,8.000,1.000,0.000,16.000
6040,1,0.798,21,3,17,9,22,50,1,5,5,3,4.000,13.000,11.000,4.000,4.000,9.000
6041,4,1.000,39,3,31,11,19,70,9,8,17,3,8.000,22.000,16.000,3.000,11.000,30.000
6042,5,0.000,20,6,33,2,12,44,3,5,6,4,-0.717,14.910,5.599,2.298,-0.690,4.452
6043,1,0.732,6,1,2,1,1,10,0,0,0,0,0.000,2.000,1.000,0.000,1.000,2.000
6044,0,0.650,13,1,6,5,11,16,1,0,4,0,0.000,14.000,0.000,1.000,3.000,1.984
6045,2,2.000,25,1,15,6,24,28,3,2,14,3,0.000,19.000,2.000,7.000,2.000,4.000
6046,10,1.000,19,3,20,11,12,37,2,6,2,3,0.711,16.876,4.607,2.990,0.895,4.022
6047,10,3.004,31,5,25,9,24,58,4,4,16,4,6.000,13.000,16.000,4.000,9.000,8.640
6048,1,2.033,14,3,10,2,22,18,8,2,3,0,0.000,25.000,12.000,3.000,1.000,5.976
6049,1,1.000,17,1,4,2,11,17,3,0,5,4,0.000,11.000,2.000,0.000,0.000,5.000
6050,0,5.000,37,3,20,9,52,45,8,7,14,2,4.000,34.000,22.000,5.000,8.000,4.000
6051,9,1.000,53,8,58,10,21,64,2,19,10,6,3.428,19.521,12.187,2.992,3.053,7.970
6052,0,2.000,20,2,19,6,8,24,0,6,3,4,0.363,8.827,4.108,1.307,0.555,2.209
6053,2,4.068,27,5,26,3,19,39,1,0,5,0,2.000,23.000,7.000,1.000,0.000,3.583
6054,3,1.577,39,1,28,2,12,41,0,7,16,3,1.000,12.000,9.000,0.000,1.000,1.000
6055,4,9.000,38,1,18,5,65,63,19,3,16,2,23.000,29.000,34.000,11.000,14.000,15.000
6056,7,4.000,35,7,18,10,19,48,0,6,16,3,3.209,20.936,12.019,4.389,3.120,7.555
6057,7,0.000,15,2,22,4,7,27,0,0,4,3,0.492,6.987,4.708,1.169,0.941,1.021
6058,1,3.000,42,1,26,6,33,56,5,7,31,4,4.600,27.529,17.680,4.806,4.717,8.664
6059,9,1.524,10,1,22,4,11,42,0,2,3,3,6.000,4.000,3.000,2.000,4.000,2.000
6060,0,1.654,31,4,5,0,25,15,4,1,11,0,6.000,19.000,8.000,0.000,2.000,3.000
6061,1,0.000,20,3,18,11,8,19,0,7,4,2,-1.011,7.638,3.176,0.757,-0.686,-0.283
6062,0,1.000,5,1,13,1,7,16,1,8,0,0,0.000,10.000,0.000,1.000,0.000,3.000
6063,12,4.000,52,10,54,8,52,108,7,16,28,9,1.000,40.000,36.000,3.000,10.000,16.000
6064,2,0.000,4,3,10,2,3,12,0,4,4,0,0.000,4.000,1.000,1.000,0.000,2.000
6065,5,3.000,19,5,6,12,23,31,6,1,5,2,2.838,20.187,7.737,2.819,2.899,4.081
6066,8,3.482,35,3,54,5,12,72,2,7,19,10,5.000,13.000,19.000,4.000,1.000,9.164
6067,1,0.000,16,4,12,9,19,25,6,4,3,7,1.000,15.000,3.000,5.000,3.000,2.000
6068,4,1.000,8,5,20,5,4,23,0,5,2,6,0.000,8.000,2.000,1.000,0.000,4.000
6069,2,4.000,17,1,17,1,17,28,0,8,3,1,0.000,17.000,2.000,0.000,1.000,2.000
6070,4,12.000,53,7,20,5,31,50,5,11,12,2,4.000,29.000,18.000,5.000,2.000,22.000
6071,0,1.000,20,4,37,8,16,49,0,4,11,4,3.000,22.000,11.000,2.000,4.000,6.000
6072,5,2.210,32,11,37,8,22,56,3,8,7,3,5.000,17.000,13.000,5.000,2.000,8.671
6073,0,3.145,25,0,11,7,36,48,8,1,7,1,0.000,46.000,8.000,6.000,0.000,20.000
6074,4,0.000,21,4,45,1,14,39,4,9,16,4,-0.003,11.633,8.738,1.483,0.237,5.076
6075,2,0.000,12,2,8,3,10,26,0,4,0,1,-0.829,13.194,3.632,1.867,1.003,4.110
6076,1,0.139,11,0,9,1,6,24,0,1,0,1,1.000,7.000,5.000,1.000,0.000,4.018
6077,1,3.766,19,8,17,6,56,48,15,4,4,1,13.000,38.000,13.000,6.000,12.000,12.000
6078,2,5.000,17,1,30,4,9,33,0,9,7,4,-0.166,9.626,5.042,2.813,1.185,4.309
6079,0,1.000,4,0,0,0,0,0,0,0,0,0,0.217,4.148,-0.087,1.016,0.166,-0.674
6080,8,1.022,8,2,4,6,11,16,1,1,0,0,2.000,6.000,7.000,3.000,3.000,1.000
6081,0,0.000,12,1,3,4,9,23,3,0,2,0,0.484,13.039,6.260,1.565,-0.032,3.823
6082,2,3.331,19,0,1,18,41,65,1,0,4,3,1.000,21.000,11.000,10.000,10.000,3.000
6083,0,0.715,2,0,0,5,4,6,1,0,0,0,0.000,1.000,2.000,2.000,5.000,1.074
6084,1,3.000,4,2,33,1,7,28,3,11,6,0,0.000,8.000,5.000,1.000,1.000,6.000
6085,5,0.964,16,2,11,6,9,19,6,1,8,1,0.000,6.000,6.000,3.000,1.000,7.000
6086,2,1.000,24,1,11,4,11,25,2,4,4,0,0.000,11.000,5.000,1.000,2.000,3.000
6087,2,0.684,18,4,19,4,16,42,6,0,7,5,0.000,23.000,4.000,1.000,0.000,2.452
6088,9,1.000,23,4,20,2,16,36,4,10,7,3,0.000,9.000,7.000,0.000,0.000,4.000
6089,3,1.000,38,12,21,5,20,40,0,5,14,5,0.000,21.000,9.000,1.000,2.000,4.000
6090,0,1.578,11,1,30,5,9,32,2,11,9,3,0.000,15.000,6.000,2.000,0.000,3.661
6091,2,0.000,29,1,8,3,19,46,4,3,13,1,2.532,15.387,11.765,2.653,2.017,9.392
6092,2,2.279,15,1,33,5,16,33,0,8,13,3,3.000,17.000,6.000,3.000,0.000,0.000
6093,4,1.627,37,3,50,8,14,52,2,7,10,2,8.000,11.000,9.000,2.000,4.000,7.842
6094,5,1.000,25,9,24,16,20,34,3,6,7,1,0.000,22.000,4.000,7.000,7.000,1.000
6095,5,1.288,12,4,14,5,17,25,2,4,2,2,2.000,13.000,6.000,4.000,4.000,4.000
6096,3,0.000,5,1,4,2,3,10,0,3,1,1,0.000,7.000,2.000,4.000,0.000,7.000
6097,2,0.000,0,0,3,0,1,4,2,1,0,1,0.000,6.000,0.000,0.000,0.000,6.000
6098,3,1.408,16,3,14,3,8,28,0,8,4,3,1.000,4.000,4.000,2.000,2.000,3.094
6099,1,0.000,14,3,19,2,15,24,0,7,10,3,0.000,16.000,5.000,1.000,2.000,7.000
6100,5,2.115,27,3,14,6,15,38,0,8,4,5,0.000,10.000,6.000,6.000,5.000,3.677
6101,10,0.000,34,10,28,4,23,37,1,8,11,2,2.764,18.180,10.987,2.045,4.053,4.731
6102,4,1.000,27,2,38,5,30,53,0,6,11,2,4.000,30.000,6.000,3.000,2.000,9.000
6103,3,0.733,18,2,9,1,12,26,0,0,7,4,3.000,6.000,8.000,1.000,3.000,6.000
6104,5,0.000,15,2,6,5,13,35,2,0,4,2,0.380,14.994,7.044,3.213,1.862,1.474
6105,3,3.000,42,8,33,11,44,83,3,8,9,3,5.000,27.000,22.000,2.000,6.000,4.000
6106,9,2.000,47,6,42,7,23,53,0,6,24,7,1.987,21.325,15.877,3.610,2.681,9.515
6107,0,0.199,5,2,6,5,4,9,1,0,2,1,0.000,9.000,1.000,0.000,1.000,-0.286
6108,3,0.000,14,3,14,1,13,32,6,2,1,2,4.000,16.000,6.000,0.000,2.000,9.000
6109,7,3.677,51,7,39,13,26,75,9,4,27,5,2.000,35.000,18.000,9.000,9.000,48.000
6110,5,1.464,25,2,15,4,6,30,1,0,10,1,2.000,6.000,10.000,3.000,1.000,5.217
6111,0,0.000,14,1,10,1,6,17,2,6,7,1,1.000,5.000,3.000,0.000,2.000,6.000
6112,7,2.814,45,4,58,4,19,69,2,17,19,7,1.000,31.000,9.000,1.000,1.000,7.081
6113,5,6.000,45,0,17,34,56,58,4,8,8,2,5.000,38.000,17.000,17.000,14.000,6.000
6114,1,0.000,18,1,11,6,12,24,3,1,3,3,0.982,14.640,6.009,1.032,1.922,6.064
6115,8,1.000,35,5,31,3,20,42,1,10,4,2,1.395,20.895,9.311,3.720,1.833,4.406
6116,2,1.000,5,0,1,0,5,6,0,1,1,0,0.369,6.895,2.197,1.272,1.010,0.707
6117,4,0.757,23,6,27,3,14,39,4,9,13,1,4.000,6.000,10.000,4.000,3.000,6.531
6118,2,1.451,7,0,3,10,4,12,4,1,3,3,0.000,9.000,0.000,7.000,2.000,0.800
6119,10,1.000,29,9,52,4,13,57,3,8,17,5,-0.242,17.049,10.232,3.004,1.123,6.599
6120,2,0.872,23,4,32,3,12,31,1,3,7,2,0.000,23.000,5.000,0.000,0.000,4.000
6121,5,2.659,43,4,32,5,23,40,2,4,19,1,0.000,16.000,20.000,5.000,1.000,10.598
6122,9,10.000,22,4,50,1,22,68,1,15,11,7,1.000,21.000,20.000,2.000,0.000,12.000
6123,15,1.000,26,4,24,11,19,52,7,7,10,9,9.000,12.000,13.000,6.000,7.000,11.000
6124,3,2.391,26,4,24,3,22,44,0,4,6,5,0.000,10.000,16.000,4.000,1.000,0.000
6125,5,1.000,27,2,23,0,17,43,4,7,10,6,2.675,16.441,8.849,3.036,3.982,6.926
6126,0,0.330,7,3,11,0,2,10,0,0,0,0,1.000,6.000,1.000,0.000,0.000,1.000
6127,2,2.219,33,8,43,3,18,44,1,14,13,3,0.000,19.000,12.000,2.000,0.000,7.594
6128,2,0.000,23,3,7,7,22,34,1,4,5,4,0.000,17.000,6.000,5.000,5.000,10.000
6129,1,1.000,26,2,24,0,6,20,1,6,13,0,1.069,6.256,7.762,0.244,1.378,2.667
6130,0,3.019,20,0,10,6,24,25,1,7,5,2,6.000,6.000,9.000,4.000,5.000,2.000
6131,5,2.000,34,3,17,5,23,31,5,9,7,2,2.000,15.000,16.000,4.000,3.000,4.000
6132,4,1.926,47,0,23,6,16,42,2,5,19,1,2.000,7.000,15.000,2.000,5.000,9.000
6133,0,3.654,29,3,9,12,19,49,2,0,9,6,1.000,25.000,9.000,6.000,2.000,11.000
6134,7,7.000,40,2,49,7,33,62,9,18,11,1,0.000,45.000,19.000,1.000,1.000,11.000
6135,0,5.000,16,2,32,3,14,29,2,7,1,2,1.000,16.000,9.000,1.000,1.000,3.000
6136,8,3.295,44,1,32,3,26,49,4,9,23,8,5.000,17.000,15.000,0.000,5.000,12.813
6137,3,0.843,19,2,18,4,7,34,2,2,6,3,0.000,7.000,5.000,2.000,1.000,4.290
6138,6,3.000,14,4,18,8,7,27,1,0,3,1,2.216,9.773,5.291,1.152,1.654,4.790
6139,5,4.574,23,2,8,8,30,45,8,1,5,3,6.000,21.000,15.000,4.000,7.000,7.563
6140,1,2.000,10,1,21,7,6,24,2,3,10,4,0.000,11.000,3.000,0.000,0.000,4.000
6141,6,1.000,28,4,19,3,9,34,0,7,6,5,2.000,6.000,7.000,0.000,0.000,1.000
6142,0,1.000,2,0,4,0,1,10,2,0,1,1,1.038,3.712,1.370,0.130,0.454,2.886
6143,9,5.000,46,7,69,1,23,74,2,12,37,7,4.000,20.000,25.000,2.000,3.000,8.000
6144,4,3.000,25,1,20,6,15,48,1,10,11,5,0.000,26.000,7.000,1.000,1.000,10.000
6145,1,1.000,21,0,12,0,3,27,2,7,5,0,1.150,5.988,5.202,1.212,0.940,4.937
6146,6,2.000,19,2,16,13,18,49,0,2,10,3,3.000,6.000,10.000,9.000,6.000,9.000
6147,6,1.000,35,7,19,14,19,45,4,7,13,5,1.000,27.000,5.000,3.000,1.000,6.000
6148,0,0.008,9,1,5,3,10,14,3,2,1,0,0.000,14.000,3.000,1.000,1.000,4.000
6149,6,2.000,25,6,18,7,13,33,3,3,14,3,0.000,16.000,26.000,1.000,1.000,17.000
6150,0,0.589,12,0,2,3,10,8,1,0,6,1,1.000,8.000,5.000,3.000,0.000,4.728
6151,12,1.579,30,7,33,1,8,47,2,6,9,5,1.000,11.000,8.000,2.000,1.000,2.000
6152,4,2.000,21,4,20,4,11,36,1,4,9,2,1.812,13.089,7.247,1.678,2.922,4.974
6153,11,7.000,44,6,32,12,22,64,3,8,14,4,2.000,18.000,13.000,5.000,3.000,16.000
6154,2,1.259,9,0,2,1,12,9,5,0,2,0,0.000,11.000,5.000,0.000,0.000,4.101
6155,4,1.000,14,4,13,9,18,35,1,1,5,1,1.000,12.000,6.000,3.000,6.000,3.000
6156,12,5.000,51,3,45,8,33,67,4,9,24,8,2.638,28.003,18.611,5.707,3.893,11.889
6157,2,-0.166,21,1,8,1,8,12,0,1,0,1,0.000,11.000,4.000,0.000,0.000,2.936
6158,5,3.218,39,3,32,9,42,79,2,1,16,5,2.000,37.000,12.000,7.000,2.000,9.000
6159,2,0.000,23,3,11,3,14,26,3,8,10,1,3.000,9.000,4.000,2.000,3.000,7.000
6160,7,4.037,42,1,25,1,42,67,3,6,15,4,2.000,21.000,19.000,1.000,3.000,9.000
6161,3,6.000,28,3,24,3,24,33,3,5,9,1,2.384,18.093,11.033,2.732,3.358,6.953
6162,3,1.987,12,2,8,1,14,22,0,3,2,2,0.000,13.000,3.000,4.000,0.000,1.000
6163,7,0.991,16,8,20,13,7,36,1,6,0,3,2.000,13.000,2.000,3.000,4.000,1.000
6164,0,2.000,12,2,6,9,19,21,3,0,0,4,0.609,15.055,4.028,2.445,1.114,1.756
6165,16,0.000,32,7,58,11,13,55,1,19,9,8,0.000,20.000,8.000,5.000,1.000,10.000
6166,4,1.000,36,10,47,4,20,51,0,13,20,5,2.000,23.000,11.000,3.000,2.000,3.000
6167,7,1.749,28,1,23,2,26,43,4,7,5,5,2.000,31.000,9.000,0.000,1.000,1.000
6168,6,0.273,10,3,8,6,14,26,0,2,4,5,0.000,11.000,2.000,0.000,4.000,6.000
6169,0,2.000,11,1,5,2,17,12,2,0,3,0,0.000,15.000,5.000,0.000,1.000,2.000
6170,2,0.000,16,1,15,0,8,26,2,3,7,0,0.943,10.380,6.246,1.421,0.998,3.423
6171,4,0.765,27,2,19,4,17,38,0,5,2,2,1.000,17.000,8.000,3.000,0.000,3.000
6172,3,1.885,20,3,11,7,22,18,4,1,3,0,2.000,6.000,2.000,1.000,10.000,2.790
6173,1,0.000,19,2,9,1,17,17,2,0,4,0,1.000,13.000,5.000,2.000,5.000,1.000
6174,0,1.741,15,0,5,1,13,10,1,1,5,0,0.000,8.000,2.000,2.000,0.000,2.000
6175,10,3.929,56,8,51,6,41,82,7,13,25,4,14.000,25.000,18.000,4.000,10.000,13.087
6176,1,3.177,21,1,15,9,21,37,1,2,6,1,0.000,22.000,11.000,4.000,1.000,4.029
6177,7,0.912,20,2,38,4,16,29,0,10,12,6,1.000,11.000,4.000,4.000,2.000,2.707
6178,2,1.000,11,0,3,2,4,20,3,1,6,2,2.000,11.000,5.000,2.000,0.000,15.000
6179,4,1.000,10,2,2,4,3,19,1,0,1,0,-0.754,6.767,3.359,0.868,0.656,4.729
6180,5,2.547,26,1,23,5,15,18,0,8,8,1,0.000,10.000,8.000,3.000,1.000,1.000
6181,12,0.000,31,3,54,8,12,62,1,17,6,8,3.000,18.000,8.000,5.000,0.000,2.000
