C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
0.094,-5.410,1.908,3.626,-2.146,-0.152,-0.510,0.442,1.677,2.406,3.798,-1.104,0.652,-0.184,-2.920,-2.382,-3.817,3.879,2.637,-3.769,-2.887,2.661,1.229,1.116,0.196,-5.659,-5.532,2.638,5.094,-5.821,0.688,-0.671,-4.961,0.242,-4.006,-7.067,-0.355,1.327,-5.994
0.146,-0.334,1.388,0.639,0.169,0.620,-0.346,-2.087,3.088,1.496,-0.329,2.785,1.411,-0.940,0.124,0.685,-0.274,1.592,0.163,0.882,0.551,2.380,0.256,1.001,1.893,-0.011,-0.119,2.132,1.114,1.203,1.568,-0.320,0.102,0.312,-0.206,-0.670,1.200,-0.676,0.585
1.190,-0.132,-4.827,-5.552,2.207,-1.841,-0.139,-0.993,-6.081,-7.422,-2.495,0.345,-0.753,-2.306,1.190,-0.481,-0.764,-1.506,-5.232,0.305,0.747,-8.347,-6.031,-2.749,-6.385,-1.267,0.305,-5.309,-5.080,-1.555,-0.789,-3.072,-0.221,0.093,-2.711,-1.234,1.078,0.447,0.601
2.028,3.252,-5.043,-5.299,-2.841,-1.892,-0.175,2.410,-8.588,-4.550,1.360,-1.564,1.420,1.019,0.607,0.241,1.948,-0.918,-6.259,2.840,-1.875,-5.817,-4.394,-0.925,-4.379,2.833,2.809,-5.026,-3.891,2.559,-3.271,-3.023,2.439,-1.128,2.196,4.256,-0.026,-0.365,0.830
0.877,-0.168,1.306,3.412,1.361,4.342,3.214,1.031,3.310,4.747,-0.701,1.764,-3.573,7.141,-2.068,4.009,-0.646,-2.825,2.131,-0.452,1.125,0.808,1.501,-0.568,3.120,0.039,0.995,0.602,1.620,1.400,5.821,5.668,0.636,-1.142,0.098,-0.704,-1.592,-1.180,1.850
-2.957,-1.929,-3.125,-3.652,-2.895,-0.850,-0.446,-0.080,-0.751,-4.760,1.873,-2.708,-1.254,1.848,0.074,-0.251,-2.337,1.858,-2.988,-1.159,-2.099,-2.574,-3.159,0.928,-4.321,-3.243,-5.276,-0.940,-0.359,-1.477,-0.522,0.040,-1.602,-2.674,0.409,-2.245,0.879,-0.035,-4.727
2.804,-1.298,-1.281,-3.413,2.609,2.166,1.992,3.772,1.085,-0.738,-0.081,1.566,-0.561,2.105,1.125,4.364,-2.605,-1.009,0.045,-2.538,6.485,0.534,-3.285,0.249,-1.983,-4.065,-5.793,0.501,-2.912,0.425,-0.270,1.233,-2.500,-0.042,-3.672,-2.550,2.170,0.419,0.073
-0.116,-0.957,-0.213,-6.222,1.006,4.756,3.220,-1.123,-2.220,-2.240,-0.954,-1.469,0.304,6.485,1.876,1.663,-0.807,0.300,-0.037,0.164,-0.091,-2.574,-3.570,0.465,-5.252,-0.681,0.219,-0.584,-1.945,0.513,5.222,3.134,-1.110,0.715,1.359,-2.210,1.595,-0.248,-1.344
-1.380,-0.693,0.381,0.656,-1.264,-3.161,-0.792,-2.762,0.932,-0.161,-2.097,-1.658,-1.008,1.070,-1.838,-1.698,-0.678,-2.788,1.707,-3.158,-0.291,-1.310,0.762,-1.160,-2.329,0.111,-2.492,0.301,-1.093,-1.707,0.614,-4.243,-0.529,-2.379,-0.623,-2.040,-1.344,-0.534,-2.237
-0.708,-1.894,-2.387,-2.635,0.420,-0.977,-0.181,-0.367,1.330,-2.951,-0.366,-2.150,-3.267,1.134,-1.849,-2.017,-0.913,0.389,-2.669,-1.171,-2.472,-2.274,0.519,0.717,-4.091,-2.485,-1.855,-0.810,-0.351,-1.992,-0.888,1.394,-1.130,0.588,-0.692,-1.738,-1.414,-2.309,-3.771
-3.497,2.208,5.318,6.686,-7.275,-5.145,-3.513,-5.378,3.668,3.362,-3.583,-0.671,-5.107,-1.247,-4.283,0.694,2.308,-2.514,4.255,1.092,1.614,1.809,3.242,-4.596,5.610,2.438,3.803,5.939,1.373,3.097,-1.287,2.179,0.441,-5.771,3.335,3.231,-4.246,-3.362,1.799
-0.150,-3.828,-5.499,-3.480,-0.603,3.789,-1.092,-0.214,-3.933,-4.594,-0.128,1.046,-0.491,3.005,-0.831,-1.208,-5.729,-0.157,-4.141,-3.928,-2.642,-3.374,-5.032,1.477,-4.773,-2.425,-4.408,-4.854,-3.969,-4.882,1.897,1.659,-2.316,-0.219,-2.737,-4.377,1.367,-0.883,-2.940
-0.485,-0.240,-1.051,-1.308,-0.728,-0.123,-1.187,-3.158,-0.667,-0.877,1.269,-0.209,-0.173,0.191,-0.006,-3.297,-0.541,-0.249,0.360,-0.476,0.027,-1.146,-0.842,-2.041,-1.770,-0.821,0.279,2.154,-0.217,-1.878,-1.635,1.405,0.746,-0.060,-1.646,-0.442,-0.090,-1.214,-0.470
-0.156,0.722,4.071,6.781,-0.439,1.967,3.295,0.589,7.022,6.763,1.259,-6.471,0.799,4.777,-0.666,-6.317,1.662,-0.641,2.027,0.737,-4.290,6.163,5.832,1.563,4.786,0.611,0.974,4.930,4.078,-3.360,3.034,3.063,-0.463,-3.075,0.314,0.133,2.774,0.394,-3.796
-0.526,-2.412,2.150,1.828,1.141,-3.875,-2.691,1.390,0.788,0.456,-3.165,2.123,1.828,-7.737,0.144,2.581,-2.756,-0.803,1.953,-2.764,0.799,0.514,1.531,-0.077,2.511,-5.400,-3.632,0.100,0.009,-0.722,-4.230,-4.176,-4.379,0.497,-4.213,-5.367,1.486,-0.625,-3.380
2.671,-5.694,-1.318,1.889,0.143,1.500,0.120,-1.255,3.237,3.602,-0.756,-1.109,0.489,0.592,-1.344,-2.022,-1.885,-1.228,0.931,-5.349,-2.724,1.609,2.684,-3.293,0.043,-2.622,-4.145,-0.288,-1.789,-4.063,-0.852,2.200,-5.310,1.266,-2.417,-4.044,-0.030,1.198,-5.606
2.593,-5.271,0.100,2.473,0.243,2.345,-1.847,-3.216,0.318,1.906,0.696,2.068,-0.333,2.128,-1.308,-0.712,-3.785,0.467,1.933,-5.662,-0.450,2.591,2.272,0.661,2.946,-4.430,-5.103,0.987,1.098,-4.163,-0.856,2.144,-2.929,-3.083,-6.632,-3.499,0.880,-0.997,-3.542
-1.940,0.837,-4.357,-7.169,-0.099,-2.583,-2.028,0.592,-5.642,-6.641,-1.333,-0.714,-1.445,-3.254,-0.501,-4.715,1.629,-1.194,-6.118,0.855,-2.823,-6.263,-4.537,-1.137,-8.589,-0.082,1.427,-5.056,-5.982,-0.480,-0.377,-2.434,5.491,-1.578,4.644,3.797,-0.486,-2.354,0.585
1.561,-4.382,-1.822,-5.959,0.096,3.014,3.085,1.283,-4.765,-1.813,-0.956,2.250,0.314,1.456,1.745,2.596,-0.308,2.487,-1.138,-0.737,-1.698,-3.179,-0.813,-0.492,-3.217,-3.450,-2.395,-5.294,-1.735,0.148,2.811,4.259,-1.913,0.205,-1.636,-3.694,1.187,2.868,-2.669
0.507,-2.124,3.104,5.247,1.423,1.584,0.714,1.622,0.029,2.417,-4.029,6.024,0.865,-0.179,0.603,5.488,-2.827,-6.422,1.051,-1.320,3.758,-2.284,2.362,-5.621,3.575,-1.273,-0.832,2.315,-1.024,1.687,2.142,0.382,-0.202,0.639,-0.625,-1.579,-0.259,0.014,3.277
-1.951,-0.421,2.568,0.696,-3.147,-5.099,-4.579,-4.323,2.572,3.279,-0.104,-0.826,-3.476,-0.331,-4.823,-1.986,0.596,3.808,1.851,-0.935,1.070,2.732,-0.372,-1.706,4.874,-2.426,-0.499,0.412,1.686,0.047,-2.667,-2.675,0.994,-5.433,-0.264,-0.056,-4.881,-3.926,-1.534
2.463,1.004,-0.609,-0.823,4.118,3.582,3.005,3.581,-4.260,-2.288,-3.509,-0.942,5.284,0.280,6.824,-1.371,1.731,-1.744,-3.070,-1.748,2.949,-4.669,-2.550,-0.039,-4.288,2.414,0.103,-0.770,-1.921,0.723,-2.421,-1.021,3.004,5.490,-0.870,2.259,6.107,3.315,1.309
-1.544,-0.775,-0.652,0.871,-2.065,0.704,0.585,-2.327,-1.286,-0.935,4.108,3.963,-0.111,1.948,-3.206,1.526,0.393,-0.483,-1.569,-1.948,5.125,0.639,0.107,1.327,-1.515,-2.936,-3.999,-2.967,0.000,1.935,1.296,4.408,-4.033,0.639,-4.239,-2.988,-1.842,-0.411,-1.319
-4.582,4.586,0.819,-1.032,-2.434,-1.660,-2.356,-3.370,-3.149,-3.338,-3.920,-0.421,-3.933,-0.244,-3.090,0.788,3.562,-2.937,-2.748,2.733,1.612,-5.770,-1.239,-2.165,1.168,1.741,3.681,-0.124,-0.650,4.007,-0.293,0.464,3.076,1.408,3.504,4.894,-0.749,-1.486,3.001
4.056,-2.335,-0.914,-1.010,-0.241,1.801,4.343,0.619,2.444,-0.997,-3.532,3.944,2.298,0.876,3.828,1.688,-2.090,-5.896,-2.991,1.521,2.403,-4.733,-0.351,-7.936,-1.746,0.155,-1.210,0.006,-4.793,0.429,2.326,1.476,-3.088,0.653,-2.270,-1.692,3.379,3.295,1.021
-1.558,-1.061,-1.757,2.159,-0.883,3.301,-0.746,-2.099,1.876,-0.446,-3.532,1.053,-1.114,3.225,-2.028,0.004,-1.686,-3.076,-1.890,-1.939,1.549,-3.443,-0.285,-2.564,-0.717,-2.413,-0.452,3.400,-0.440,-0.446,3.678,4.516,-4.343,-2.564,0.600,1.131,-1.262,-1.891,-0.520
0.653,4.964,0.403,-0.924,2.121,-2.422,-3.265,0.100,-1.117,-2.053,5.390,3.224,-0.248,-1.080,-2.924,-0.393,3.709,4.868,-2.994,4.826,0.750,2.293,-1.292,3.651,-1.624,5.937,6.419,-1.416,1.963,5.388,-4.691,-3.966,4.223,-1.568,6.220,4.824,-0.246,-2.575,5.287
-0.729,-0.040,-0.355,-3.679,-0.216,2.446,2.544,1.018,-2.865,-0.679,1.310,3.105,0.608,2.468,-0.723,6.423,-0.381,0.615,-0.239,-1.588,3.182,-1.621,-1.832,2.383,-5.254,0.712,-0.007,-2.166,-0.028,4.717,4.027,1.917,-0.463,1.285,1.446,-0.037,1.127,2.024,1.285
-5.658,-2.860,3.808,5.622,-3.801,-3.618,-1.913,-5.478,4.168,2.098,3.445,-1.659,-5.409,0.855,-2.213,-0.618,-5.207,3.382,3.557,-2.302,-2.652,6.002,3.151,0.643,5.846,-2.013,-1.207,0.717,3.882,-5.546,1.201,1.645,-3.831,-3.340,0.574,-3.445,-2.416,-5.214,-1.239
3.044,2.613,-3.574,-3.389,1.654,1.079,1.850,-1.703,-2.064,-6.060,-1.396,5.244,2.775,2.268,1.239,5.396,1.879,-1.759,-2.094,1.089,4.861,-3.495,-5.271,0.279,-3.050,1.427,0.505,-4.574,-4.433,6.560,-0.086,1.292,2.435,0.197,4.641,2.439,1.514,-2.920,4.570
0.191,-1.667,0.091,4.346,-0.706,2.627,3.403,0.333,2.145,1.391,1.017,-0.313,1.642,0.995,-0.558,-0.699,0.194,2.144,0.002,-2.510,-0.573,3.263,1.723,0.393,1.396,-1.733,-1.426,2.829,1.466,-2.615,4.979,6.205,-0.586,-0.613,1.099,1.387,1.110,-0.497,0.710
2.328,-4.147,1.311,-2.376,2.467,-2.459,-3.144,1.437,2.424,-2.088,-8.724,3.796,-2.433,-6.898,0.974,5.220,-2.711,-5.739,-2.966,-2.714,5.162,-5.812,-1.383,-7.481,-1.338,-3.813,-4.896,1.649,-5.731,2.634,-3.229,-3.918,-0.426,-0.707,-2.372,-2.686,0.579,0.500,-1.022
-1.607,-2.527,4.366,3.400,0.850,-0.076,-1.058,-1.427,5.155,2.186,-0.255,-1.002,-1.112,-0.182,-3.572,-0.204,-2.303,0.268,4.733,-3.159,0.164,3.696,3.879,0.237,4.928,-4.967,-5.248,3.941,3.530,-2.981,2.023,1.705,-7.003,-2.814,-5.461,-6.433,-0.073,-3.191,-5.605
1.419,-0.383,-2.034,0.280,-0.954,1.631,-0.813,-2.044,-0.897,1.042,-4.169,1.369,-3.031,1.266,0.979,1.138,1.179,-5.161,1.781,0.770,2.131,-3.532,-0.513,-2.969,-0.392,-1.374,0.121,0.339,-2.445,-0.275,0.468,1.137,0.684,-0.732,-0.527,-1.518,1.192,0.592,2.274
3.911,1.848,-0.801,1.172,4.785,7.525,7.285,4.400,2.403,1.328,1.587,-6.590,8.727,4.436,4.256,-2.825,3.641,-0.209,3.799,4.554,-3.712,1.805,3.080,0.743,2.637,3.651,4.668,1.684,2.535,0.059,4.111,4.234,2.983,3.209,1.946,2.880,5.418,5.179,-0.643
5.195,-5.356,4.261,3.960,6.001,1.927,1.300,6.374,2.744,3.715,10.219,0.682,5.160,-6.334,9.566,0.837,-4.282,7.648,2.687,-5.122,0.275,8.538,5.766,8.768,3.958,-4.482,-3.133,2.241,10.601,-2.389,-6.373,-4.033,-2.888,5.358,-0.666,-3.727,8.514,5.386,-3.219
-0.756,-3.705,-1.582,-0.632,-0.609,-0.832,0.818,0.054,0.125,-0.655,0.812,-2.927,0.409,-1.188,-3.000,-1.579,-1.195,2.736,1.846,-2.737,-3.401,-1.205,-1.375,-0.243,-0.601,-3.966,-4.613,-1.557,1.814,-3.980,3.232,-1.149,-1.961,0.279,-1.384,-3.925,-0.340,1.940,-4.920
-0.330,1.212,-1.224,-2.127,-1.721,-2.764,-3.497,-0.287,-5.787,-2.421,4.027,-2.098,-1.640,-3.638,1.720,-1.121,2.308,2.964,-0.802,1.902,-2.397,0.995,-1.421,2.324,-1.321,-1.044,1.706,-1.839,-0.225,-0.891,-3.941,-3.214,-0.770,0.738,0.800,-0.621,-3.804,0.320,-0.603
-2.643,-1.233,-2.251,-1.702,1.424,-3.367,-3.033,-2.330,-3.297,-2.234,-2.608,-0.083,-2.696,-2.804,-1.652,-0.554,-1.121,-3.837,-2.590,-1.438,1.567,-5.114,-3.091,-5.409,-1.670,1.303,-0.062,-3.084,-4.898,0.717,-3.468,-1.268,-1.123,1.312,0.751,-0.252,-3.239,-2.980,-0.956
1.636,-1.773,4.752,3.783,1.127,1.236,2.820,2.285,5.929,4.162,5.369,-5.339,2.320,1.136,1.187,-4.700,-3.288,5.999,4.479,0.584,-2.575,6.692,3.841,4.509,2.441,1.206,0.191,3.928,8.176,-4.827,1.857,1.327,-2.483,1.719,-2.695,-2.154,-0.438,-0.680,-3.473
1.087,3.960,-1.649,-1.017,1.943,1.896,2.503,-0.031,0.172,-0.092,1.216,4.708,-2.291,3.661,-2.953,3.884,3.472,6.101,-0.554,4.783,4.278,2.442,-0.438,2.827,0.636,2.322,3.959,0.586,1.896,5.077,2.657,3.493,6.176,0.045,2.171,3.126,0.283,0.576,7.613
1.562,1.322,-2.078,-0.219,-3.024,-2.267,1.075,-1.070,1.994,-2.470,-3.609,7.253,-3.881,2.869,-1.117,8.578,-0.435,-3.293,-0.509,-0.335,9.484,-2.127,0.343,-1.210,-1.065,0.618,1.447,-0.552,-2.746,7.780,0.231,-0.150,-0.077,-0.503,-0.268,-0.048,-2.706,-1.219,4.816
2.691,-1.540,4.358,4.285,2.974,5.847,5.317,3.699,3.331,4.044,4.747,-0.108,5.406,5.956,-1.059,-0.507,1.138,3.108,4.799,-1.630,-1.017,6.023,1.673,2.571,3.168,-0.161,-1.557,2.625,5.130,-1.291,4.354,3.319,-1.153,3.527,0.665,2.233,1.391,2.636,0.078
-6.877,0.962,4.023,3.171,-5.929,-4.590,-4.579,-4.127,2.945,5.015,2.884,3.766,-5.713,1.399,-6.913,3.108,3.187,2.905,4.558,-0.899,4.408,6.212,3.269,1.329,3.889,-1.138,0.068,1.878,3.454,2.735,-0.391,1.412,-1.088,-8.967,-0.924,-0.999,-4.577,-4.293,2.471
-0.580,0.129,2.791,2.922,0.069,0.218,2.321,-0.964,2.811,2.130,0.787,6.285,-1.942,2.246,-1.078,6.987,-0.571,1.406,4.346,0.844,8.495,3.455,2.539,-1.919,4.633,-2.337,1.091,4.698,2.535,5.087,3.387,2.393,-1.715,0.342,-0.696,2.223,-1.099,-0.725,5.121
3.110,2.229,-0.882,2.629,1.228,2.965,3.908,2.472,0.992,-0.428,0.173,-0.151,0.673,2.955,2.340,-3.244,3.889,-0.354,-0.383,1.431,-1.901,0.554,0.780,1.013,1.052,0.217,2.848,-1.243,0.399,0.134,2.850,1.043,5.235,2.897,0.134,1.866,2.600,1.158,1.222
-2.754,-3.989,6.601,1.967,-0.946,0.043,-1.100,-1.530,1.360,4.296,2.766,-0.336,-1.772,2.815,-1.668,1.072,-0.843,1.340,3.977,-1.058,-0.019,3.466,3.987,1.776,4.595,-4.311,-3.440,5.019,6.276,-4.119,0.252,1.209,-2.036,-1.924,-3.091,-4.235,-1.626,-2.011,-0.541
2.245,1.388,3.365,1.469,3.598,6.359,1.429,3.342,0.624,1.725,4.359,2.893,3.551,1.474,4.191,5.887,5.350,6.074,1.441,4.243,0.512,6.010,1.616,3.055,2.231,2.712,4.365,2.586,3.720,5.761,2.207,-0.473,4.015,5.521,3.761,4.806,3.694,2.539,5.363
-2.188,-1.212,-4.551,-3.195,-1.471,-3.507,-4.931,-4.059,-3.439,-3.251,-1.783,2.913,-0.020,-3.539,-2.946,1.910,0.200,-1.139,-4.808,0.128,2.002,-2.631,-4.496,-1.035,-2.295,2.228,0.795,-4.663,-5.950,4.243,-5.651,-0.684,5.067,-3.529,2.177,0.617,-1.995,-0.841,1.195
-1.321,1.205,-4.143,-2.536,-1.536,-0.120,-0.359,-0.518,-3.360,-2.902,-1.752,-4.080,-1.865,-0.053,0.254,-6.544,0.144,2.791,-4.160,1.152,-5.690,-1.630,-3.859,-0.497,-1.470,-0.676,0.229,-2.663,-3.577,-4.517,0.895,-0.416,-1.394,1.578,1.443,3.206,1.440,-1.117,-2.134
-0.785,-0.583,-2.841,0.664,-0.714,-1.538,0.932,0.284,-0.408,3.174,0.134,0.482,1.378,-0.951,0.243,-1.818,-1.377,-1.085,0.730,-0.814,0.262,0.879,0.646,1.041,2.733,-3.911,-2.160,0.532,0.310,-2.946,-0.046,-1.552,-3.746,0.867,-1.569,-2.585,1.077,0.489,-1.212
-1.075,0.467,3.152,2.218,-0.432,0.356,2.269,-3.565,2.599,0.307,2.202,-3.215,-0.613,5.109,0.482,-1.161,-1.129,3.022,3.227,-1.778,-3.836,3.436,3.501,2.561,0.062,1.794,0.389,4.671,4.598,-3.537,0.954,3.745,0.202,-2.198,0.683,0.996,0.105,-2.212,-0.034
-3.714,3.705,-1.294,-2.548,-2.360,-5.324,-5.713,-1.615,-1.891,-1.757,-5.516,3.537,-2.841,-4.134,-4.582,2.109,-0.419,-4.619,-3.814,2.399,3.366,-4.918,-2.392,-4.190,-1.536,0.660,-0.799,0.534,-5.144,2.111,-3.886,-2.528,1.640,-3.420,-0.043,0.221,-4.321,-4.618,3.806
3.313,4.186,-5.239,-3.189,4.156,3.037,0.551,4.616,-3.976,-4.658,0.980,-4.585,2.665,-1.673,5.591,-6.024,3.663,0.094,-5.772,1.016,-6.088,-4.416,-5.686,1.482,-3.120,0.369,0.698,-4.961,-2.341,-1.646,-0.664,-3.005,4.133,2.054,1.033,0.672,2.541,3.274,-2.912
-0.403,1.241,-0.613,1.072,-0.685,4.068,3.511,-3.565,0.030,0.046,-0.102,0.689,-1.647,4.434,-1.159,-2.724,1.919,0.779,0.496,1.372,-0.201,0.533,0.270,0.639,0.297,2.369,0.754,1.481,0.760,0.831,6.975,7.777,-0.561,1.096,1.578,4.343,-0.318,-0.669,0.942
-2.683,-3.560,4.538,3.722,-1.209,1.310,0.164,-2.103,3.932,7.357,2.495,-0.828,-1.011,3.173,-2.252,-0.565,-1.396,2.908,2.885,-3.274,-2.923,3.633,5.042,3.367,2.825,-4.135,-2.817,4.331,8.111,-3.939,3.411,2.680,-3.141,-0.901,-3.488,-1.090,-2.074,-1.377,-3.118
3.531,-0.692,0.380,-0.161,3.747,2.571,3.095,3.196,1.411,-1.963,1.523,1.492,2.736,0.496,3.378,1.096,-3.054,-1.254,1.831,-1.285,1.158,-1.407,-1.858,-1.866,0.150,-2.959,0.004,-2.062,0.153,-1.610,1.519,-0.749,0.503,3.902,-2.698,0.857,1.149,1.549,1.367
-2.978,1.807,-4.609,-3.504,-4.127,0.194,-0.216,-4.930,-3.261,-5.278,-2.217,-2.289,-6.176,4.522,-1.928,-0.160,1.279,0.396,-3.366,1.873,-2.845,-3.704,-2.538,1.298,-2.621,-0.229,2.730,-4.166,-2.951,0.067,3.625,3.252,1.052,-1.428,1.583,1.877,-2.024,-1.535,0.020
-1.838,0.938,-0.840,-1.989,-1.070,1.063,3.356,-1.392,-0.190,0.121,0.250,-3.885,1.336,3.627,-1.140,-2.921,3.099,0.053,-0.994,2.322,-2.431,-0.964,-2.418,2.019,-1.256,0.817,2.513,-1.680,0.051,0.954,3.405,3.307,2.511,0.691,5.707,1.866,0.470,0.472,-1.068
-1.562,-1.108,-1.346,-1.605,-0.513,0.625,1.533,0.115,-2.271,-1.437,5.336,-0.278,0.930,1.649,0.894,-1.652,0.902,4.295,2.576,-1.580,-1.105,2.328,-1.192,5.119,0.275,-0.747,-0.555,-2.761,3.040,0.666,1.982,1.371,0.373,2.076,1.227,0.063,-2.317,-0.675,-2.436
1.049,4.727,-4.217,-6.058,4.440,3.643,2.513,3.182,-2.459,-3.448,-0.883,-2.273,1.805,1.611,2.481,0.785,-0.683,-0.775,-4.657,0.169,0.786,-3.372,-4.173,-2.102,-4.212,1.833,0.680,-3.978,-5.662,3.343,2.353,0.299,3.901,1.912,5.079,1.218,2.048,1.956,0.010
1.271,1.015,6.622,4.119,-1.638,0.501,1.974,-0.610,3.646,2.989,-0.283,-4.414,1.326,-0.208,0.894,-9.693,3.223,-0.873,2.405,-0.423,-6.633,2.045,4.200,-0.075,2.790,0.847,3.326,1.567,3.545,-2.772,1.527,3.208,0.956,0.325,1.520,0.627,-2.395,2.258,-4.731
1.764,0.267,1.915,0.039,1.378,2.548,4.338,2.695,2.308,3.530,-2.026,-1.492,-2.089,3.788,0.147,-3.054,-2.483,0.711,0.879,-0.085,-1.414,2.302,1.620,-1.012,1.817,-2.016,-1.632,0.994,-0.550,-1.205,3.429,4.512,0.225,0.454,-2.128,0.924,-1.180,2.652,-3.158
0.692,4.408,1.513,1.574,1.551,-1.469,-0.311,0.738,2.954,-0.384,-0.528,-0.694,1.442,-3.686,3.773,-1.457,4.637,1.196,0.580,3.968,1.586,-0.171,1.993,-2.498,0.404,4.337,3.943,1.610,1.521,3.259,-1.893,-1.118,3.234,-0.962,6.384,2.957,0.930,-1.623,3.859
-0.724,3.342,-1.327,-1.509,-1.877,1.565,2.959,0.145,-3.452,-0.999,0.464,0.063,-2.105,3.829,0.185,0.070,0.320,-0.643,-2.648,1.144,0.706,-2.629,-2.715,1.457,-1.410,1.938,2.268,-1.826,-0.221,2.636,3.461,3.919,1.754,2.760,3.814,3.190,-0.991,-1.228,1.634
2.452,-3.533,0.045,0.800,3.052,-3.887,-1.281,0.732,1.361,0.699,-0.169,-1.376,1.792,-8.240,1.690,-1.103,-1.827,-2.231,0.830,-2.153,-0.090,-1.618,0.973,-1.851,0.105,-5.011,-1.139,-1.323,0.339,-2.656,-4.715,-5.301,-3.020,0.466,-3.329,-0.503,4.000,2.224,-3.031
-0.305,-5.211,-1.241,-3.520,-0.431,1.822,3.807,0.384,-1.360,-3.085,2.992,-3.031,-1.279,5.205,-1.660,-0.245,-2.551,1.444,-0.636,-4.525,-1.436,0.056,-3.693,2.497,-2.352,-2.040,-3.497,-1.195,-0.456,-3.716,3.360,3.451,-3.991,-0.033,-4.024,-1.547,2.936,-0.172,-4.508
-1.609,-3.709,-2.954,-0.025,-1.118,-3.363,-2.800,0.936,-1.340,2.663,0.715,-2.178,-1.790,-2.066,-2.762,-1.924,-0.309,0.866,1.846,-0.848,-1.684,2.409,0.041,3.118,0.334,0.988,-2.993,-0.473,-0.143,-2.029,-5.438,-2.270,-3.253,0.134,-3.245,-3.512,0.005,-0.626,-4.416
1.334,0.422,-5.125,-5.729,2.572,0.870,1.282,-1.220,-2.339,-5.729,1.642,1.445,0.552,-0.640,0.528,2.675,-1.559,-1.025,-4.908,1.435,1.377,-4.149,-4.824,1.357,-3.870,-1.303,-0.698,-5.414,-3.171,1.047,0.021,0.098,-0.354,1.766,0.084,-1.018,3.761,1.758,0.931
0.334,4.710,4.458,6.650,1.315,4.053,2.656,-1.329,4.932,6.726,1.227,2.000,-0.276,3.583,1.072,1.248,6.265,1.244,5.650,6.620,2.760,6.873,4.296,0.874,6.167,6.489,3.745,6.753,4.663,7.901,4.923,3.607,5.330,1.412,8.737,7.089,-0.346,1.966,5.644
-3.851,-0.944,-0.158,0.937,-6.208,-7.473,-6.561,-4.618,3.325,-0.075,1.719,4.022,-5.304,-3.989,-6.649,1.077,0.347,1.972,-0.535,0.672,-1.501,1.428,1.986,0.603,0.602,0.593,-1.315,2.007,2.384,1.343,-4.423,-2.689,-0.154,-4.543,1.192,0.822,-4.009,-4.830,0.645
-0.350,-4.491,4.967,5.276,-0.304,1.948,1.499,1.517,3.690,3.484,2.480,-1.173,0.752,3.057,0.494,3.159,-1.391,5.035,4.512,-5.022,1.924,6.447,5.257,0.391,5.220,-3.619,-3.030,4.732,5.429,-1.451,-0.059,2.918,-4.291,0.271,-3.666,-5.098,1.837,-1.342,-3.346
3.815,-2.594,0.585,1.690,3.540,0.058,1.989,0.093,-1.177,0.920,2.404,-4.165,4.197,-4.468,4.740,-2.012,-2.189,4.040,-2.019,-3.108,-1.721,2.412,-0.058,-0.388,-1.071,-3.313,-3.429,0.145,0.282,-5.787,-3.063,0.224,-3.161,4.867,-1.697,-2.752,2.961,1.233,-2.838
1.691,-1.851,-1.909,-5.099,1.940,-3.881,-1.740,3.199,-2.161,-4.037,0.654,1.297,0.312,-6.844,2.610,2.740,-4.738,0.472,-2.644,-1.314,1.887,-1.700,-2.469,0.476,-4.513,-0.736,-2.128,-3.484,-3.261,1.436,-6.852,-5.520,-1.137,2.781,-2.162,-2.704,0.934,2.914,-2.259
-0.262,0.807,-1.601,0.031,-0.246,0.647,2.074,2.730,-2.907,-1.752,4.564,0.608,0.182,0.254,-2.732,-0.625,-1.036,4.100,-0.469,1.266,-0.057,0.482,-1.858,4.642,-1.670,2.559,2.927,-0.372,3.583,1.969,4.158,2.686,-0.060,-1.316,1.458,1.907,-0.595,-0.899,0.138
-4.410,-0.794,1.066,2.526,-1.582,-7.168,-2.053,-5.950,-0.459,0.763,-4.888,-2.585,-2.247,-1.103,-4.846,-4.313,-0.875,-2.767,0.493,-3.563,-4.776,-1.402,1.002,-4.036,1.067,-0.229,-2.171,4.995,-1.704,-3.764,0.515,-2.211,-2.003,-5.862,-1.269,-1.551,-5.098,-6.151,-4.539
1.344,1.057,5.124,6.380,1.996,3.660,0.536,-0.319,4.271,6.052,-1.820,0.512,-0.010,1.532,-0.125,1.673,-0.709,0.206,5.750,1.262,1.256,5.333,2.641,-1.239,4.618,1.681,2.976,5.584,2.115,0.978,2.675,3.378,-0.250,0.613,-1.096,-0.081,-1.114,0.191,1.722
0.569,-0.252,1.315,1.380,0.325,0.690,3.378,-1.128,-0.081,-0.478,-0.906,-1.103,-0.682,2.865,2.094,0.507,-0.905,-0.062,0.999,1.671,-0.293,0.826,2.340,0.393,0.711,-1.900,1.074,1.676,0.622,-1.428,3.099,1.981,1.191,0.910,-0.039,-0.795,1.039,-1.882,1.016
6.282,1.294,3.379,2.572,3.016,5.759,3.534,3.579,1.898,0.371,-2.786,0.723,3.763,1.432,5.608,-0.641,1.657,-2.842,0.710,1.900,-1.451,-1.434,2.145,-4.188,1.170,3.031,5.897,1.169,-0.342,2.957,1.455,-0.449,2.005,4.785,6.340,5.419,6.642,3.600,2.391
